DDBJ/ENA/GenBank Accession	Environment	Genome Size	Genome_Quality	Completeness	GC	SRA	Study Title	Study Attribute
DIKF00000000	Bioreactor	2521528	Medium	81.59	46.07803616	SRX211342	Hydrocarbon Metagenome	env_package: MIGS/MIMS/MIMARKS.wastewater || investigation_type: metagenome || biome: Tailling pond || collection_date: 2011-04 || feature: Tailings Pond || geo_loc_name: Syncrude, Ft. McMurray, Alberta || lat_lon: 57.02, -111.55 || material: waste water 
DIGT00000000	Built Environment	2819849	Near complete	99.63	37.40137449	SRX823306	New York City MTA subway samples Metagenome	host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.66 N 73.99 W || isolate: P01366 || BioSampleModel: Metagenome or environmental
DIGA00000000	Bioreactor	2697096	Near complete	95.04	55.51117953	SRX210886	Hydrocarbon Metagenome	env_package: MIGS/MIMS/MIMARKS.wastewater || investigation_type: metagenome || biome: Tailling pond enrichment culture || collection_date: 2011-01-09 || feature: Tailings Pond || geo_loc_name: Northern Alberta || lat_lon: 57.02, -111.55 || material: waste
DIFY00000000	Bioreactor	2074900	Near complete	90.6	34.04851475	SRX210886	Hydrocarbon Metagenome	env_package: MIGS/MIMS/MIMARKS.wastewater || investigation_type: metagenome || biome: Tailling pond enrichment culture || collection_date: 2011-01-09 || feature: Tailings Pond || geo_loc_name: Northern Alberta || lat_lon: 57.02, -111.55 || material: waste
DIFJ00000000	Bioreactor	2588094	Near complete	93.76	53.30981413	SRX210886	Hydrocarbon Metagenome	env_package: MIGS/MIMS/MIMARKS.wastewater || investigation_type: metagenome || biome: Tailling pond enrichment culture || collection_date: 2011-01-09 || feature: Tailings Pond || geo_loc_name: Northern Alberta || lat_lon: 57.02, -111.55 || material: waste
DIFD00000000	Bioreactor	1937085	Medium	89.12	43.77003453	SRX210886	Hydrocarbon Metagenome	env_package: MIGS/MIMS/MIMARKS.wastewater || investigation_type: metagenome || biome: Tailling pond enrichment culture || collection_date: 2011-01-09 || feature: Tailings Pond || geo_loc_name: Northern Alberta || lat_lon: 57.02, -111.55 || material: waste
DIFB00000000	Bioreactor	1994082	Near complete	95.59	42.52839759	SRX210886	Hydrocarbon Metagenome	env_package: MIGS/MIMS/MIMARKS.wastewater || investigation_type: metagenome || biome: Tailling pond enrichment culture || collection_date: 2011-01-09 || feature: Tailings Pond || geo_loc_name: Northern Alberta || lat_lon: 57.02, -111.55 || material: waste
DIEU00000000	Bioreactor	2122677	Medium	89.21	45.96067553	SRX210886	Hydrocarbon Metagenome	env_package: MIGS/MIMS/MIMARKS.wastewater || investigation_type: metagenome || biome: Tailling pond enrichment culture || collection_date: 2011-01-09 || feature: Tailings Pond || geo_loc_name: Northern Alberta || lat_lon: 57.02, -111.55 || material: waste
DIEM00000000	Bioreactor	2535298	Near complete	96.43	49.13456694	SRX210886	Hydrocarbon Metagenome	env_package: MIGS/MIMS/MIMARKS.wastewater || investigation_type: metagenome || biome: Tailling pond enrichment culture || collection_date: 2011-01-09 || feature: Tailings Pond || geo_loc_name: Northern Alberta || lat_lon: 57.02, -111.55 || material: waste
DIDK00000000	Bioreactor	2075302	Near complete	96.57	37.20874999	SRX1363839	cassava fermentation tank metagenomes	isolation_source: water || collection_date: Apr-2014 || geo_loc_name: Colombia: Santander de Quilichao || lat_lon: 3.016 N 76.483 W || ref_biomaterial: primary genome report || rel_to_oxygen: anaerobe || samp_collect_device: Falcon tubes || BioSampleModel
DIDD00000000	Bioreactor	1528507	Medium	82.81	48.09922094	SRX1363838	cassava fermentation tank metagenomes	isolation_source: water || collection_date: Apr-2014 || geo_loc_name: Colombia: Santander de Quilichao || lat_lon: 3.016 N 76.483 W || ref_biomaterial: primary genome report || rel_to_oxygen: anaerobe || samp_collect_device: Falcon tubes || BioSampleModel
DIDC00000000	Bioreactor	2430014	Medium	86.08	44.12587453	SRX1363838	cassava fermentation tank metagenomes	isolation_source: water || collection_date: Apr-2014 || geo_loc_name: Colombia: Santander de Quilichao || lat_lon: 3.016 N 76.483 W || ref_biomaterial: primary genome report || rel_to_oxygen: anaerobe || samp_collect_device: Falcon tubes || BioSampleModel
DICT00000000	Bioreactor	1881411	Medium	86.01	31.98761958	SRX392460	Dechlorination Culture Metagenome	None
DJHH00000000	Bioreactor	2063361	Near complete	92.06	42.01773135	SRX392460	Dechlorination Culture Metagenome	None
DJHA00000000	Bioreactor	1757988	Near complete	90.21	42.45059965	SRX392466	Dechlorination Culture Metagenome	None
DJGK00000000	Bioreactor	1713117	Medium	71.21	42.84230194	SRX392467	Dechlorination Culture Metagenome	None
DJGB00000000	Bioreactor	2126628	Near complete	98.6	42.33698778	SRX392468	Dechlorination Culture Metagenome	None
DJEN00000000	Gut	2222318	Near complete	96.25	45.49401185	SRX834619	Baboon feces Metagenome	collection_date: 06-Aug-2012 || env_biome: mammalia-associated habitat || env_feature: mammalia-associated habitat || env_material: feces || geo_loc_name: Kenya || host: Papio cynocephalus || lat_lon: 2.717 S 37.1 E || host_age: 10.1 || host_body_product:
DJDZ00000000	Gut	2053387	Medium	89.42	51.17856815	SRX834619	Baboon feces Metagenome	collection_date: 06-Aug-2012 || env_biome: mammalia-associated habitat || env_feature: mammalia-associated habitat || env_material: feces || geo_loc_name: Kenya || host: Papio cynocephalus || lat_lon: 2.717 S 37.1 E || host_age: 10.1 || host_body_product:
DJDX00000000	Gut	1133290	Partial	66.4	52.58797209	SRX834619	Baboon feces Metagenome	collection_date: 06-Aug-2012 || env_biome: mammalia-associated habitat || env_feature: mammalia-associated habitat || env_material: feces || geo_loc_name: Kenya || host: Papio cynocephalus || lat_lon: 2.717 S 37.1 E || host_age: 10.1 || host_body_product:
DJCB00000000	Built Environment	4045396	Medium	93.62	44.39424498	SRX822279	New York City MTA subway samples Metagenome	host: not applicable || collection_date: 17-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.75 N 73.99 W || isolate: P00306 || BioSampleModel: Metagenome or environmental
DJAZ00000000	Built Environment	4242752	Near complete	95.59	44.47107031	SRX822275	New York City MTA subway samples Metagenome	host: not applicable || collection_date: 17-Jul-2013 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.76 N 73.98 W || isolate: P00302 || BioSampleModel: Metagenome or environmental
DIWF00000000	Bioreactor	3583449	Near complete	96.13	36.3227756	SRX327521	Hydrocarbon Metagenome	env_package: MIGS/MIMS/MIMARKS.wastewater || investigation_type: metagenome || biome: Tailling pond || collection_date: 2011-07-21 || feature: Tailings Pond || geo_loc_name: Syncrude tailings pond, Wood Buffalo, Alberta, Canada || lat_lon: 40.1, -104.8 ||
DIVM00000000	Bioreactor	4611986	Medium	95.31	29.56363883	SRX327521	Hydrocarbon Metagenome	env_package: MIGS/MIMS/MIMARKS.wastewater || investigation_type: metagenome || biome: Tailling pond || collection_date: 2011-07-21 || feature: Tailings Pond || geo_loc_name: Syncrude tailings pond, Wood Buffalo, Alberta, Canada || lat_lon: 40.1, -104.8 ||
DIUP00000000	Bioreactor	2237978	Medium	88.68	42.82895219	SRX327520	Hydrocarbon Metagenome	env_package: MIGS/MIMS/MIMARKS.wastewater || investigation_type: metagenome || biome: Tailling pond || collection_date: 2011-09-01 || feature: Tailings Pond surface || geo_loc_name: Near Fort McMurray in northeastern Alberta, Canada || lat_lon: 57.02, -11
DITL00000000	Bioreactor	1970066	Near complete	92.24	42.61597262	SRX327520	Hydrocarbon Metagenome	env_package: MIGS/MIMS/MIMARKS.wastewater || investigation_type: metagenome || biome: Tailling pond || collection_date: 2011-09-01 || feature: Tailings Pond surface || geo_loc_name: Near Fort McMurray in northeastern Alberta, Canada || lat_lon: 57.02, -11
DJWQ00000000	Bioreactor	2943930	Medium	73.45	36.96253839	SRX327522	Hydrocarbon Metagenome	env_package: MIGS/MIMS/MIMARKS.water || investigation_type: metagenome || biome: produced water || collection_date: 2012-04-17 || feature: Produced water sample || geo_loc_name: Medicine Hat Glauconitic field || lat_lon: 57.02, -111.55 || material: waste 
DJVX00000000	Bioreactor	2089578	Medium	89.72	46.43184768	SRX327522	Hydrocarbon Metagenome	env_package: MIGS/MIMS/MIMARKS.water || investigation_type: metagenome || biome: produced water || collection_date: 2012-04-17 || feature: Produced water sample || geo_loc_name: Medicine Hat Glauconitic field || lat_lon: 57.02, -111.55 || material: waste 
DJVM00000000	Bioreactor	2493717	Medium	83.57	64.45438097	SRX327522	Hydrocarbon Metagenome	env_package: MIGS/MIMS/MIMARKS.water || investigation_type: metagenome || biome: produced water || collection_date: 2012-04-17 || feature: Produced water sample || geo_loc_name: Medicine Hat Glauconitic field || lat_lon: 57.02, -111.55 || material: waste 
DJSB00000000	Gut	1291702	Near complete	92.13	30.06124218	SRX834626	Baboon feces Metagenome	collection_date: 24-Jul-2012 || env_biome: mammalia-associated habitat || env_feature: mammalia-associated habitat || env_material: feces || geo_loc_name: Kenya || host: Papio cynocephalus || lat_lon: 2.717 S 37.1 E || host_age: 6.4 || host_body_product: 
DJQZ00000000	Gut	999301	Partial	57.94	37.72412663	SRX834624	Baboon feces Metagenome	collection_date: 07-Jul-2012 || env_biome: mammalia-associated habitat || env_feature: mammalia-associated habitat || env_material: feces || geo_loc_name: Kenya || host: Papio cynocephalus || lat_lon: 2.717 S 37.1 E || host_age: 4.82 || host_body_product:
DJQM00000000	Gut	2306220	Near complete	97.95	57.61517538	SRX834623	Baboon feces Metagenome	collection_date: 06-Aug-2012 || env_biome: mammalia-associated habitat || env_feature: mammalia-associated habitat || env_material: feces || geo_loc_name: Kenya || host: Papio cynocephalus || lat_lon: 2.717 S 37.1 E || host_age: 12.85 || host_body_product
DJPG00000000	Gut	2341991	Near complete	92.34	50.90786146	SRX834622	Baboon feces Metagenome	collection_date: 06-Aug-2012 || env_biome: mammalia-associated habitat || env_feature: mammalia-associated habitat || env_material: feces || geo_loc_name: Kenya || host: Papio cynocephalus || lat_lon: 2.717 S 37.1 E || host_age: 8.69 || host_body_product:
DJPC00000000	Gut	1704096	Medium	76.78	41.51298686	SRX834622	Baboon feces Metagenome	collection_date: 06-Aug-2012 || env_biome: mammalia-associated habitat || env_feature: mammalia-associated habitat || env_material: feces || geo_loc_name: Kenya || host: Papio cynocephalus || lat_lon: 2.717 S 37.1 E || host_age: 8.69 || host_body_product:
DJPB00000000	Gut	1383238	Medium	76.18	46.21390569	SRX834622	Baboon feces Metagenome	collection_date: 06-Aug-2012 || env_biome: mammalia-associated habitat || env_feature: mammalia-associated habitat || env_material: feces || geo_loc_name: Kenya || host: Papio cynocephalus || lat_lon: 2.717 S 37.1 E || host_age: 8.69 || host_body_product:
DJNY00000000	Gut	2557040	Medium	85	44.7764191	SRX834620	Baboon feces Metagenome	collection_date: 06-Aug-2012 || env_biome: mammalia-associated habitat || env_feature: mammalia-associated habitat || env_material: feces || geo_loc_name: Kenya || host: Papio cynocephalus || lat_lon: 2.717 S 37.1 E || host_age: 11.66 || host_body_product
DJNW00000000	Gut	2178620	Near complete	90.3	46.16918105	SRX834620	Baboon feces Metagenome	collection_date: 06-Aug-2012 || env_biome: mammalia-associated habitat || env_feature: mammalia-associated habitat || env_material: feces || geo_loc_name: Kenya || host: Papio cynocephalus || lat_lon: 2.717 S 37.1 E || host_age: 11.66 || host_body_product
DJNO00000000	Gut	1510907	Near complete	95.14	35.41609533	SRX834629	Baboon feces Metagenome	collection_date: 07-Aug-2012 || env_biome: mammalia-associated habitat || env_feature: mammalia-associated habitat || env_material: feces || geo_loc_name: Kenya || host: Papio cynocephalus || lat_lon: 2.717 S 37.1 E || host_age: 12.16 || host_body_product
DJMW00000000	Gut	2932819	Near complete	98.31	46.32485704	SRX834628	Baboon feces Metagenome	collection_date: 07-Jul-2012 || env_biome: mammalia-associated habitat || env_feature: mammalia-associated habitat || env_material: feces || geo_loc_name: Kenya || host: Papio cynocephalus || lat_lon: 2.717 S 37.1 E || host_age: 6.4 || host_body_product: 
DJJR00000000	Built Environment	4619751	Partial	67.41	39.9901489	SRX822645	New York City MTA subway samples Metagenome	host: not applicable || collection_date: 26-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.76 N 73.98 W || isolate: P00678 || BioSampleModel: Metagenome or environmental
DKLE00000000	Built Environment	2754955	Near complete	90.39	38.63210991	SRX822460	New York City MTA subway samples Metagenome	host: not applicable || collection_date: 22-Jul-2013 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.84 N 73.88 W || isolate: P00491 || BioSampleModel: Metagenome or environmental
DKLB00000000	Built Environment	2191187	Medium	73.99	39.1649509	SRX822461	New York City MTA subway samples Metagenome	host: not applicable || collection_date: 22-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.84 N 73.88 W || isolate: P00492 || BioSampleModel: Metagenome or environmental
DKGP00000000	Built Environment	4170752	Near complete	98.59	33.341186	SRX823215	New York City MTA subway samples Metagenome	host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.59 N 73.97 W || isolate: P01262 || BioSampleModel: Metagenome or environmental
DKGO00000000	Built Environment	3530160	Medium	90.07	34.87166335	SRX823215	New York City MTA subway samples Metagenome	host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.59 N 73.97 W || isolate: P01262 || BioSampleModel: Metagenome or environmental
DKFI00000000	Bioreactor	2122259	Medium	86.3	46.28675795	SRX545991	Hydrocarbon Metagenome	env_package: MIGS/MIMS/MIMARKS.water || investigation_type: metagenome || biome: produced water || collection_date: 2012-04-17 || feature: Produced water sample || geo_loc_name: Medicine Hat Glauconitic field || lat_lon: 57.02, -111.55 || material: waste 
DKFC00000000	Bioreactor	3978242	Near complete	93.59	40.19397218	SRX545991	Hydrocarbon Metagenome	env_package: MIGS/MIMS/MIMARKS.water || investigation_type: metagenome || biome: produced water || collection_date: 2012-04-17 || feature: Produced water sample || geo_loc_name: Medicine Hat Glauconitic field || lat_lon: 57.02, -111.55 || material: waste 
DKEX00000000	Bioreactor	2826768	Medium	87.91	64.14102403	SRX545991	Hydrocarbon Metagenome	env_package: MIGS/MIMS/MIMARKS.water || investigation_type: metagenome || biome: produced water || collection_date: 2012-04-17 || feature: Produced water sample || geo_loc_name: Medicine Hat Glauconitic field || lat_lon: 57.02, -111.55 || material: waste 
DKEV00000000	Bioreactor	2530348	Medium	82.94	45.4008258	SRX545991	Hydrocarbon Metagenome	env_package: MIGS/MIMS/MIMARKS.water || investigation_type: metagenome || biome: produced water || collection_date: 2012-04-17 || feature: Produced water sample || geo_loc_name: Medicine Hat Glauconitic field || lat_lon: 57.02, -111.55 || material: waste 
DKEH00000000	Built Environment	3386853	Near complete	99.07	38.08320842	SRX822923	New York City MTA subway samples Metagenome	host: not applicable || collection_date: 01-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.75 N 73.91 W || isolate: P00961 || BioSampleModel: Metagenome or environmental
DKDP00000000	Gut	2225376	Near complete	95.75	45.77379918	SRX834630	Baboon feces Metagenome	collection_date: 12-Jul-2012 || env_biome: mammalia-associated habitat || env_feature: mammalia-associated habitat || env_material: feces || geo_loc_name: Kenya || host: Papio cynocephalus || lat_lon: 2.717 S 37.1 E || host_age: 13.79 || host_body_product
DKCV00000000	Gut	1576473	Near complete	96.63	39.62146127	SRX834634	Baboon feces Metagenome	collection_date: 27-Jul-2012 || env_biome: mammalia-associated habitat || env_feature: mammalia-associated habitat || env_material: feces || geo_loc_name: Kenya || host: Papio cynocephalus || lat_lon: 2.717 S 37.1 E || host_age: 10.74 || host_body_product
DKCG00000000	Gut	1564704	Medium	83.11	47.11122718	SRX834636	Baboon feces Metagenome	collection_date: 02-Aug-2012 || env_biome: mammalia-associated habitat || env_feature: mammalia-associated habitat || env_material: feces || geo_loc_name: Kenya || host: Papio cynocephalus || lat_lon: 2.717 S 37.1 E || host_age: 4.82 || host_body_product:
DJXS00000000	Gut	2432220	Partial	67.39	52.18619129	SRX445324	Sheep rumen microbiome	host: Ovis aries || biome: sheep rumen || phenotype: low methane producing || geographic location: New Zealand || isolation source: sheep rumen || collected by: AgResearch Grasslands || BioSampleModel: Generic
DJWY00000000	Gut	2477577	Near complete	95.08	45.19074076	SRX445325	Sheep rumen microbiome	host: Ovis aries || biome: sheep rumen || phenotype: high methane producing || geographic location: New Zealand || isolation source: sheep rumen || collected by: AgResearch Grasslands || BioSampleModel: Generic
DLBA00000000	Built Environment	3050214	Near complete	92.07	38.18089694	SRX822677	New York City MTA subway samples Metagenome	host: not applicable || collection_date: 26-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.87 N 73.90 W || isolate: P00710 || BioSampleModel: Metagenome or environmental
DKWL00000000	Gut	3095739	Near complete	97.3	34.57939678	SRX803756	Microbiome Metagenome	breed: rat || age: not collected || dev_stage: not applicable || sex: male || tissue: Rat Stool Microbiome || sample_type: MMS006 || treatment: 8-24hr post tacrine dosing || BioSampleModel: Model organism or animal
DKVY00000000	Gut	1929872	Medium	85.59	39.2547288	SRX803756	Microbiome Metagenome	breed: rat || age: not collected || dev_stage: not applicable || sex: male || tissue: Rat Stool Microbiome || sample_type: MMS006 || treatment: 8-24hr post tacrine dosing || BioSampleModel: Model organism or animal
DKVN00000000	Gut	2305795	Medium	72.18	64.63339248	SRX803757	Microbiome Metagenome	breed: rat || age: not collected || dev_stage: not applicable || sex: male || tissue: Rat Stool Microbiome || sample_type: MMS007 || treatment: 8-24hr post tacrine dosing || BioSampleModel: Model organism or animal
DKUZ00000000	Gut	1754807	Medium	88.87	44.68400506	SRX803757	Microbiome Metagenome	breed: rat || age: not collected || dev_stage: not applicable || sex: male || tissue: Rat Stool Microbiome || sample_type: MMS007 || treatment: 8-24hr post tacrine dosing || BioSampleModel: Model organism or animal
DKSJ00000000	Gut	2056829	Partial	66.43	49.67556771	SRX331751	Ovis aries rumen metagenome	lat_lon: 41.314168, -105.584589 || biome: Rumen || collection_date: 2012 || breed: Rambouillet, Hampshire, and Suffolk || feature: Rumen || investigation_type: metagenome || project_name: Analysis of diet and RFI effect on the sheep ruminal metagenome || 
DKRQ00000000	Gut	1272453	Medium	78.49	53.94970996	SRX331753	Ovis aries rumen metagenome	lat_lon: 41.314168, -105.584589 || biome: Rumen || collection_date: 2012 || breed: Rambouillet, Hampshire, and Suffolk || feature: Rumen || investigation_type: metagenome || project_name: Analysis of diet and RFI effect on the sheep ruminal metagenome || 
DKQZ00000000	Gut	2075315	Partial	65.8	49.6611042	SRX331752	Ovis aries rumen metagenome	lat_lon: 41.314168, -105.584589 || biome: Rumen || collection_date: 2012 || breed: Rambouillet, Hampshire, and Suffolk || feature: Rumen || investigation_type: metagenome || project_name: Analysis of diet and RFI effect on the sheep ruminal metagenome || 
DKPH00000000	Built Environment	1860388	Near complete	99.25	39.49726975	SRX822295	New York City MTA subway samples Metagenome	host: not applicable || collection_date: 17-Jul-2013 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.80 N 73.95 W || isolate: P00322 || BioSampleModel: Metagenome or environmental
DLOO00000000	Gut	2051127	Medium	86.33	47.88712848	SRX147847	A comparative analysis of the intestinal metagenomes present in guinea pigs (Cavia porcellus) and humans (Homo sapiens).	None
DLNM00000000	Built Environment	3745532	Near complete	98.89	29.99380651	SRX823226	New York City MTA subway samples Metagenome	host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.72 N 73.95 W || isolate: P01286 || BioSampleModel: Metagenome or environmental
DLMZ00000000	Aquifer	2098518	Near complete	93.64	43.82868867	SRX1122679	Formation waters from coalbed methane wells	depth: 90 to 442 meters || env_feature: anoxic water || geo_loc_name: Australia: Surat Basin, Queensland || env_biome: aquifer || lat_lon: 26.3686 S 149.0963 E || isolation_source: formation waters from coalbed methane well || env_material: water || colle
DLKU00000000	Gut	1314143	Near complete	96.07	28.32224465	SRX834646	Baboon feces Metagenome	collection_date: 03-Aug-2012 || env_biome: mammalia-associated habitat || env_feature: mammalia-associated habitat || env_material: feces || geo_loc_name: Kenya || host: Papio cynocephalus || lat_lon: 2.717 S 37.1 E || host_age: 5.88 || host_body_product:
DLKT00000000	Gut	1597691	Near complete	98.76	33.69960364	SRX834646	Baboon feces Metagenome	collection_date: 03-Aug-2012 || env_biome: mammalia-associated habitat || env_feature: mammalia-associated habitat || env_material: feces || geo_loc_name: Kenya || host: Papio cynocephalus || lat_lon: 2.717 S 37.1 E || host_age: 5.88 || host_body_product:
DLKQ00000000	Gut	1017069	Medium	88.28	32.32116964	SRX834641	Baboon feces Metagenome	collection_date: 04-Aug-2012 || env_biome: mammalia-associated habitat || env_feature: mammalia-associated habitat || env_material: feces || geo_loc_name: Kenya || host: Papio cynocephalus || lat_lon: 2.717 S 37.1 E || host_age: 9.14 || host_body_product:
DLKM00000000	Gut	1748774	Medium	84.79	45.84205172	SRX834640	Baboon feces Metagenome	collection_date: 19-Jul-2012 || env_biome: mammalia-associated habitat || env_feature: mammalia-associated habitat || env_material: feces || geo_loc_name: Kenya || host: Papio cynocephalus || lat_lon: 2.717 S 37.1 E || host_age: 13.33 || host_body_product
DLQW00000000	Gut	1765851	Medium	86.39	51.48520195	SRX834642	Baboon feces Metagenome	collection_date: 27-Jul-2012 || env_biome: mammalia-associated habitat || env_feature: mammalia-associated habitat || env_material: feces || geo_loc_name: Kenya || host: Papio cynocephalus || lat_lon: 2.717 S 37.1 E || host_age: 9.55 || host_body_product:
DLQV00000000	Gut	2552579	Medium	84.76	43.793124	SRX834642	Baboon feces Metagenome	collection_date: 27-Jul-2012 || env_biome: mammalia-associated habitat || env_feature: mammalia-associated habitat || env_material: feces || geo_loc_name: Kenya || host: Papio cynocephalus || lat_lon: 2.717 S 37.1 E || host_age: 9.55 || host_body_product:
DLJN00000000	Built Environment	3575800	Near complete	92.28	29.9439718	SRX823159	New York City MTA subway samples Metagenome	host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.84 N 73.91 W || isolate: P01204 || BioSampleModel: Metagenome or environmental
DLIN00000000	Bioreactor	3481705	Near complete	91.31	41.42123764	SRX691268	Pit mud of Chinese liqour fermentation reactorMetagenome	collection_date: 2013-04-21 || depth: 0.01m || elev: 250m || env_biome: anthropogenic terrestrial biome || env_feature: soil || env_material: mud || geo_loc_name: China: Luzhou || lat_lon: 28.88 N 105.45 E || label: Meta-2-3-400-T || BioSampleModel: MIMS.
DLIB00000000	Built Environment	1605069	Near complete	99.44	43.68382797	SRX822660	New York City MTA subway samples Metagenome	host: not applicable || collection_date: 26-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.82 N 73.95 W || isolate: P00693 || BioSampleModel: Metagenome or environmental
DLGF00000000	Bioreactor	3580469	Medium	84.3	55.98950397	DRX012718	Metagenomic analyses of microbial communities generating electricity from methanol	sample_name: DRS012489 || sample comment: Total genomic DNA extracted from the anode biofilm in the methanol-fed MFC || BioSampleModel: Generic
DLGA00000000	Bioreactor	1157031	Medium	76.97	39.5167892	DRX012718	Metagenomic analyses of microbial communities generating electricity from methanol	sample_name: DRS012489 || sample comment: Total genomic DNA extracted from the anode biofilm in the methanol-fed MFC || BioSampleModel: Generic
DLFX00000000	Bioreactor	3251035	Medium	76.2	50.64510909	DRX012718	Metagenomic analyses of microbial communities generating electricity from methanol	sample_name: DRS012489 || sample comment: Total genomic DNA extracted from the anode biofilm in the methanol-fed MFC || BioSampleModel: Generic
DLDM00000000	Gut	1685730	Partial	53.5	49.97436197	SRX331741	Ovis aries rumen metagenome	lat_lon: 41.314168, -105.584589 || biome: Rumen || collection_date: 2012 || breed: Rambouillet, Hampshire, and Suffolk || feature: Rumen || investigation_type: metagenome || project_name: Analysis of diet and RFI effect on the sheep ruminal metagenome || 
DLCT00000000	Built Environment	3719937	Near complete	97.08	29.84655346	SRX822641	New York City MTA subway samples Metagenome	host: not applicable || collection_date: 30-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.74 N 73.99 W || isolate: P00674 || BioSampleModel: Metagenome or environmental
DLSM00000000	Gut	1188536	Near complete	92.02	37.35794618	SRX834665	Baboon feces Metagenome	collection_date: 19-Jul-2012 || env_biome: mammalia-associated habitat || env_feature: mammalia-associated habitat || env_material: feces || geo_loc_name: Kenya || host: Papio cynocephalus || lat_lon: 2.717 S 37.1 E || host_age: 11.81 || host_body_product
